CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,3924,108 STREET,11368,7184782215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/7/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,B,2/7/17,10/25/17,Cycle Inspection / Re-inspection
50035537,ZONI CAFE,MANHATTAN,41,W 33RD ST,10001,2125645897,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/6/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,10/6/17,10/25/17,Cycle Inspection / Re-inspection
50011807,VILLA CASTILLO RESTAURANT CORP,BROOKLYN,1474,PITKIN AVE,11212,7184959717,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/30/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,8/30/17,10/25/17,Cycle Inspection / Re-inspection
41366292,CARIDAD RESTAURANT,BRONX,51,EAST  170 STREET,10452,7186810003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,41,Z,10/10/17,10/25/17,Cycle Inspection / Re-inspection
41166360,TANTRA LOUNGE,QUEENS,3550,31 STREET,11106,7189374574,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/25/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,3/25/17,10/25/17,Cycle Inspection / Re-inspection
41604013,Mamas Empanadas,QUEENS,3241,STEINWAY STREET,11103,7186261272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/21/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,7,A,2/21/17,10/25/17,Cycle Inspection / Initial Inspection
41503176,CALI AJI CON SABOR RESTAURANT,QUEENS,9815,ASTORIA BOULEVARD,11369,7184768935,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/17/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,Z,10/17/17,10/25/17,Cycle Inspection / Re-inspection
40825908,POLANCO RESTAURANT BBQ,MANHATTAN,2421,ADAM CLAYTON POWELL JR B,10030,2128621090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/6/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,1/6/17,10/25/17,Cycle Inspection / Re-inspection
50012131,OLIVIA'S RESTAURANT & LOUNGE,BRONX,1854,WESTCHESTER AVE,10472,3472819588,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/1/17,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,2/1/17,10/25/17,Cycle Inspection / Re-inspection
40665705,K'S CAFETERIA,QUEENS,4803,108 STREET,11368,7187600418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/11/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,10/11/17,10/25/17,Cycle Inspection / Re-inspection
40368801,MARBELLA RESTAURANT,QUEENS,22033,NORTHERN BOULEVARD,11361,7184230100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/3/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/3/17,10/25/17,Cycle Inspection / Initial Inspection
41265805,BLEND,QUEENS,4704,VERNON BOULEVARD,11101,7187292800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/27/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,36,C,9/27/17,10/25/17,Cycle Inspection / Re-inspection
50064540,La Abundancia Restaurant & Bakery,BROOKLYN,4601,5TH AVE,11220,7185939445,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/29/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,B,8/29/17,10/25/17,Pre-permit (Operational) / Re-inspection
50001193,EL NUEVO YAUCO RESTAURANT,BROOKLYN,465A,BUSHWICK AVE,11206,7183865913,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/19/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,4/19/17,10/25/17,Cycle Inspection / Re-inspection
41366292,CARIDAD RESTAURANT,BRONX,51,EAST  170 STREET,10452,7186810003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,Z,10/10/17,10/25/17,Cycle Inspection / Re-inspection
41015002,EL CASTILLO DE YAQUE RESTAURANT,BROOKLYN,4606,FIFTH AVENUE,11220,7184395847,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/26/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/26/17,10/25/17,Cycle Inspection / Re-inspection
41456053,LA ABUNDANCIA BAKERY AND RESTAURAN,QUEENS,7502,ROOSEVELT AVENUE,11372,7182055021,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/4/17,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,11,A,4/4/17,10/25/17,Cycle Inspection / Re-inspection
41366292,CARIDAD RESTAURANT,BRONX,51,EAST  170 STREET,10452,7186810003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,41,Z,10/10/17,10/25/17,Cycle Inspection / Re-inspection
50017674,CAOBA BROOKLYN BISTRO,BROOKLYN,100,JAMAICA AVE,11207,3474046886,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/28/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,4/28/17,10/25/17,Cycle Inspection / Re-inspection
40814991,CHARO RESTAURANT,QUEENS,9809,37 AVENUE,11368,7188984746,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/23/17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,37,Z,10/23/17,10/25/17,Cycle Inspection / Re-inspection
50014157,POLLO SABROSO RESTAURANT,BRONX,216,E 198TH ST,10458,7169071057,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/19/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,10/19/17,10/25/17,Cycle Inspection / Re-inspection
41235492,PARRILLA LATINA,BRONX,614,MELROSE AVENUE,10455,7189935834,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/12/17,10/25/17,Cycle Inspection / Re-inspection
40755766,EL POLLO PERUANO,QUEENS,4119,NATIONAL STREET,11368,7184575130,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/26/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,4/26/17,10/25/17,Cycle Inspection / Initial Inspection
40387907,GALICIA RESTAURANT,MANHATTAN,4083,BROADWAY,10032,2125680168,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/5/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,5/5/17,10/25/17,Cycle Inspection / Re-inspection
50044817,619 BAR & RESTAURANT EL SALVADORENO,BRONX,395,E 151ST ST,10455,6466378179,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/11/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/11/17,10/25/17,Cycle Inspection / Re-inspection
50035439,MICHELLE RESTAURANT,MANHATTAN,125,AVENUE D,10009,2122546150,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/6/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,1/6/17,10/25/17,Cycle Inspection / Re-inspection
41673468,LOMA # 3 RESTAURANT,BROOKLYN,754,NEW LOTS AVE,11207,3474350074,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/11/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,B,9/11/17,10/25/17,Cycle Inspection / Re-inspection
41014056,REYES RESTAURANT,QUEENS,4754,46 STREET,11377,7187529577,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/20/17,10/25/17,Cycle Inspection / Re-inspection
41343767,YERBA BUENA,MANHATTAN,23,AVENUE A,10009,2125292919,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/16/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,2/16/17,10/25/17,Cycle Inspection / Initial Inspection
41704556,HAVANA SOCIAL,MANHATTAN,688,10 AVENUE,10019,2129562155,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/22/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,B,6/22/17,10/25/17,Cycle Inspection / Re-inspection
41379215,POLLOS MARIO WOODHAVEN,QUEENS,6320,WOODHAVEN BOULEVARD,11374,7185652055,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/17/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,8/17/17,10/25/17,Cycle Inspection / Re-inspection
41049375,SHELI RESTAURANT,BROOKLYN,492,BROADWAY,11211,9176405141,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/5/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,1/5/17,10/25/17,Cycle Inspection / Initial Inspection
40393093,RINCON SALVADORENO RESTAURANT,QUEENS,9215,149 STREET,11435,7185263220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/16/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,8/16/17,10/25/17,Cycle Inspection / Re-inspection
41360467,WESTSIDE COFFEE SHOP RESTAURANT,MANHATTAN,323,CHURCH STREET,10013,2123340185,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/2/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,5/2/17,10/25/17,Cycle Inspection / Re-inspection
50011217,MILENIO RESTAURANT BAR INC,QUEENS,9707,37TH AVE,11368,7186515870,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/23/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,1/23/17,10/25/17,Cycle Inspection / Initial Inspection
41261148,EL VALLE RESTAURANT,BRONX,640,MELROSE AVENUE,10455,7185855858,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/26/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,9/26/17,10/25/17,Cycle Inspection / Re-inspection
50002572,LA RUBIA RESTAURANT,QUEENS,861,WYCKOFF AVENUE,11385,7183819847,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/20/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,Z,9/20/17,10/25/17,Cycle Inspection / Re-inspection
41156203,L'FONDA,MANHATTAN,2023,AMSTERDAM AVENUE,10032,9175211631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/3/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,3/3/17,10/25/17,Cycle Inspection / Initial Inspection
41164472,RESTAURANTE ECUATORIANO GENESIS,MANHATTAN,538,WEST  207 STREET,10034,2129421222,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/31/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,B,5/31/17,10/25/17,Cycle Inspection / Re-inspection
41322562,MARGARITA'S RESTAURANT & SPORT BAR,QUEENS,8322,37 AVENUE,11372,7182051705,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/7/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,3/7/17,10/25/17,Cycle Inspection / Initial Inspection
50004146,CRYSTAL'S RESTAURANT,QUEENS,9911,39TH AVE,11368,3475369223,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/5/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,8/5/17,10/25/17,Cycle Inspection / Initial Inspection
41658324,MI CASA RESTAURANT,QUEENS,11620,JAMAICA AVENUE,11418,7188499636,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/24/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,19,B,1/24/17,10/25/17,Cycle Inspection / Re-inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,35,C,3/15/17,10/25/17,Cycle Inspection / Re-inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,C,3/15/17,10/25/17,Cycle Inspection / Re-inspection
40560308,CARIDAD RESTAURANT,BRONX,410,EAST TREMONT AVENUE,10457,7185836462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/28/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,25,B,6/28/17,10/25/17,Cycle Inspection / Re-inspection
40981913,SEBA SEBA,QUEENS,7928,37 AVENUE,11372,7184784691,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/7/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,6/7/17,10/25/17,Cycle Inspection / Initial Inspection
41349571,LAS CATRACHAS RESTAURANT,STATEN ISLAND,68,VAN RIPER STREET,10302,3476002821,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/27/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,9/27/17,10/25/17,Cycle Inspection / Initial Inspection
41564598,QUETZAL RESTAURANT & BAKERY,BROOKLYN,6420,17 AVENUE,11204,7186214000,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/13/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,B,2/13/17,10/25/17,Cycle Inspection / Re-inspection
50063902,THEATER RESTAURANT BOULEVARD,QUEENS,8222,NORTHERN BLVD,11372,7183213588,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/19/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/19/17,10/25/17,Pre-permit (Operational) / Re-inspection
50004377,AREPAS CAFE,QUEENS,3307,36TH AVE,11106,7189373835,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/6/17,10/25/17,Cycle Inspection / Initial Inspection
40860032,BARRANQUILLA BAKERY & RESTAURANT,QUEENS,3448,JUNCTION BOULEVARD,11372,7184781888,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/26/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,6/26/17,10/25/17,Cycle Inspection / Re-inspection
50014170,SABOR Y TRADICION PERUVIAN RESTAURANT,STATEN ISLAND,2220,FOREST AVE,10303,3474664057,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/23/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,18,B,2/23/17,10/25/17,Cycle Inspection / Re-inspection
41300619,AMANECER LATINO RESTAURANT,QUEENS,9638,CORONA AVENUE,11368,7182711978,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/16/17,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,11,A,2/16/17,10/25/17,Cycle Inspection / Initial Inspection
50002641,EL RINCONCITO DEL SABOR DOMINICANO,BRONX,254,E 204TH STREET,10458,9178011300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/12/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,10/12/17,10/25/17,Cycle Inspection / Re-inspection
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/23/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,29,C,6/23/17,10/25/17,Pre-permit (Operational) / Re-inspection
50056595,LA MELLA RESTAURANT,BRONX,1452,WESTCHESTER AVE,10472,7186843010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/31/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,5/31/17,10/25/17,Cycle Inspection / Initial Inspection
41629759,PL LOUNGE RESTAURANT,QUEENS,38123816,65 STREET,11377,6463265165,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/23/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,B,3/23/17,10/25/17,Cycle Inspection / Re-inspection
50033098,EMPANADAS MONUMENTAL,BRONX,1971,UNIVERSITY AVE,10453,3477264990,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/28/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2/28/17,10/25/17,Cycle Inspection / Initial Inspection
40582932,EL DORADO CAFE,QUEENS,10202,ROOSEVELT AVENUE,11368,7184265992,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/18/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,5/18/17,10/25/17,Cycle Inspection / Initial Inspection
41262804,LILY'S CAFE RESTAURANT,BRONX,53,EAST  167 STREET,10452,6464045480,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/18/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,10,A,4/18/17,10/25/17,Cycle Inspection / Re-inspection
41011463,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,QUEENS,9454,CORONA AVENUE,11373,7187604982,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/2/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,5/2/17,10/25/17,Cycle Inspection / Initial Inspection
41365127,YAQUE RIVER,BRONX,860,EAST TREMONT AVENUE,10460,7186179535,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/24/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,2/24/17,10/25/17,Cycle Inspection / Initial Inspection
41721760,ALEX LUNCHEONETTE,BROOKLYN,685,KNICKERBOCKER AVENUE,11221,7184179465,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/16/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
41415845,BRISAS DEL CARIBE,BRONX,1207,CASTLE HILL AVENUE,10462,7187949710,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/11/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,11,A,7/11/17,10/25/17,Cycle Inspection / Initial Inspection
41583426,LA SABROSURA,QUEENS,3320,30 AVENUE,11103,7187915035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/3/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/3/17,10/25/17,Cycle Inspection / Initial Inspection
50038785,EL RANCHO CIBAENO RESTAURANT,QUEENS,9610,JAMAICA AVE,11421,3476663406,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/30/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,1/30/17,10/25/17,Cycle Inspection / Initial Inspection
41410556,PARADOR CALENO,QUEENS,4507,47 AVENUE,11377,7189376700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/3/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,Z,10/3/17,10/25/17,Cycle Inspection / Re-inspection
50043495,SALUD BAR & GRILL,BROOKLYN,1413,BUSHWICK AVE,11207,9178267480,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/29/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,7/29/17,10/25/17,Cycle Inspection / Initial Inspection
41271537,EL LIDER RESTAURANT,BRONX,4535,PARK AVENUE,10457,7182202923,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/17/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,A,8/17/17,10/25/17,Cycle Inspection / Initial Inspection
50006225,EL MOLINA RESTAURANT,BRONX,400,E 167TH ST,10456,7185388563,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/11/17,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,10/11/17,10/25/17,Cycle Inspection / Re-inspection
50037651,SABOR TROPICAL,MANHATTAN,143,SHERMAN AVE,10034,2123045144,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/14/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,B,9/14/17,10/25/17,Cycle Inspection / Re-inspection
50035537,ZONI CAFE,MANHATTAN,41,W 33RD ST,10001,2125645897,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/6/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,1/6/17,10/25/17,Cycle Inspection / Re-inspection
41704440,12 CORAZONES RESTAURANT & BAR,QUEENS,8622,ROOSEVELT AVENUE,11372,7182055575,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/1/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6,A,5/1/17,10/25/17,Cycle Inspection / Re-inspection
