CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50038120,SHUN WON FLUSHING,QUEENS,4127,MAIN ST,11355,3475750596,Chinese,11/24/15,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,29,C,11/24/15,12/1/17,Pre-permit (Operational) / Re-inspection
50059380,O & O PIZZA,BRONX,1448,EAST AVE,10462,7189313822,Pizza,4/6/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,51,C,4/6/17,12/1/17,Pre-permit (Operational) / Re-inspection
50043752,2 BROS PIZZA/JUICE SHOP,MANHATTAN,113,E 125TH ST,10035,9175878888,Salads,5/10/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,46,C,5/10/17,12/1/17,Cycle Inspection / Re-inspection
41598995,PARAISO AZTECA RESTAURANT,BROOKLYN,1681,EAST   16 STREET,11229,7189989860,Mexican,11/19/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,53,C,11/19/16,12/1/17,Cycle Inspection / Re-inspection
40373118,GOLDEN DOVE DINER,STATEN ISLAND,3281,RICHMOND AVENUE,10312,7189671900,American,7/14/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,C,7/14/15,12/1/17,Cycle Inspection / Re-inspection
50018528,XCELLENT SOUL FOOD,BROOKLYN,372,RALPH AVE,11233,3476636111,Soul Food,5/1/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,30,C,5/1/17,12/1/17,Cycle Inspection / Re-inspection
50003383,GEORGE'S RESTAURANT,BROOKLYN,733,BROADWAY,11206,7183887794,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/30/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,45,C,9/30/14,12/1/17,Cycle Inspection / Re-inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,35,C,3/15/17,12/1/17,Cycle Inspection / Re-inspection
50005224,BOULEY BOTANICAL,MANHATTAN,35,WHITE ST,10013,2129642525,French,6/12/15,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,C,6/12/15,12/1/17,Cycle Inspection / Re-inspection
41546745,MI SABOR CAFE,BROOKLYN,920,BROADWAY,11206,7186026160,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/19/17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,29,C,1/19/17,12/1/17,Cycle Inspection / Re-inspection
50018586,PARKSIDE COFFEE SHOP,BROOKLYN,188,PARKSIDE AVE,11226,7182841914,American,9/16/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,47,C,9/16/15,12/1/17,Cycle Inspection / Re-inspection
40366230,DON PEPPE,QUEENS,13558,LEFFERTS BOULEVARD,11420,7188457587,Italian,3/25/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,38,C,3/25/15,12/1/17,Cycle Inspection / Re-inspection
41291292,DUO TIAN BAKERY,MANHATTAN,118,ELDRIDGE STREET,10002,2129661811,Bakery,6/30/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,C,6/30/14,12/1/17,Cycle Inspection / Re-inspection
41360734,GEE WHIZ,MANHATTAN,295,GREENWICH STREET,10007,2126087200,American,6/16/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,34,C,6/16/16,12/1/17,Cycle Inspection / Re-inspection
50012006,GRAND SICHUAN,MANHATTAN,229,9TH AVE,10001,2126205200,Chinese,8/29/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,28,C,8/29/17,12/1/17,Cycle Inspection / Re-inspection
41608854,GAL BI MA EUL,QUEENS,19403,NORTHERN BOULEVARD,11358,7188192171,Korean,9/16/14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,78,C,9/16/14,12/1/17,Cycle Inspection / Re-inspection
41706171,TARO ASIAN FOOD RESTAURANT,BROOKLYN,7109,13 AVENUE,11228,7182324680,Chinese,1/10/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,57,C,1/10/17,12/1/17,Cycle Inspection / Re-inspection
41680586,59 CHINA,MANHATTAN,59,NASSAU ST,10038,2127329250,Chinese,10/5/16,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35,C,10/5/16,12/1/17,Cycle Inspection / Re-inspection
41413875,CAFE BISTRO,MANHATTAN,312,WEST   34 STREET,10001,2122397050,American,10/18/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,58,C,10/18/17,12/1/17,Cycle Inspection / Re-inspection
41297095,CHIKURIN,BROOKLYN,2274,86 STREET,11214,7183330811,Japanese,5/18/15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,29,C,5/18/15,12/1/17,Cycle Inspection / Re-inspection
41467165,CHELSEA PAPAYA,MANHATTAN,171,WEST   23 STREET,10011,2123529060,American,6/22/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,C,6/22/16,12/1/17,Cycle Inspection / Re-inspection
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755,Italian,3/21/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,C,3/21/16,12/1/17,Cycle Inspection / Re-inspection
40388863,LA RIVISTA RESTAURANT,MANHATTAN,313,WEST   46 STREET,10036,2122451707,Italian,11/9/16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,46,C,11/9/16,12/1/17,Cycle Inspection / Re-inspection
50061303,MIGHTY BOWL,MANHATTAN,817,2ND AVE,10017,3476401888,Asian,10/16/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,45,C,10/16/17,12/1/17,Pre-permit (Operational) / Re-inspection
41289382,JADE ASIAN RESTAURANT,QUEENS,13628,39 AVENUE,11354,7187628821,Chinese,10/11/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,49,C,10/11/17,12/1/17,Cycle Inspection / Re-inspection
41001763,ORIENTAL GARDEN RESTAURANT,MANHATTAN,14,ELIZABETH STREET,10013,2126190085,Chinese,6/2/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,38,C,6/2/17,12/1/17,Cycle Inspection / Re-inspection
41671459,YAMASHIRO,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,Japanese,3/16/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,C,3/16/16,12/1/17,Cycle Inspection / Re-inspection
41163307,TAQUERIA SAN PEDRO,MANHATTAN,3662,BROADWAY,10031,2124912644,Mexican,7/13/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,C,7/13/16,12/1/17,Cycle Inspection / Re-inspection
41292268,T BAAR,BROOKLYN,4823,8 AVENUE,11220,3473503522,"Juice, Smoothies, Fruit Salads",2/25/16,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,C,2/25/16,12/1/17,Cycle Inspection / Reopening Inspection
41539844,SAIGON MARKET,MANHATTAN,9193,UNIVERSITY PLACE,10003,2129823691,Vietnamese/Cambodian/Malaysia,5/9/16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,34,C,5/9/16,12/1/17,Cycle Inspection / Re-inspection
41292268,T BAAR,BROOKLYN,4823,8 AVENUE,11220,3473503522,"Juice, Smoothies, Fruit Salads",2/25/16,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,C,2/25/16,12/1/17,Cycle Inspection / Reopening Inspection
50001090,DRAGON CHINA RESTAURANT ON BAYRIDGE,BROOKLYN,7917,3RD AVE,11209,7182382202,Chinese,3/23/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,C,3/23/15,12/1/17,Cycle Inspection / Re-inspection
50032851,HAPPY ENDING,MANHATTAN,302,BROOME ST,10002,6469983184,French,6/21/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,C,6/21/16,12/1/17,Cycle Inspection / Re-inspection
50015845,ASHLEY'S FINE FOODS,MANHATTAN,514,LEXINGTON AVE,10017,2123210019,American,8/24/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,28,C,8/24/16,12/1/17,Cycle Inspection / Re-inspection
41480222,CAFE PRAGUE,MANHATTAN,2,WEST   19 STREET,10011,2129292602,Eastern European,3/17/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,C,3/17/15,12/1/17,Cycle Inspection / Re-inspection
41574514,NANATORI JAPANESE RESTAURANT,BROOKLYN,162,MONTAGUE STREET,11201,7185225555,Japanese,12/21/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31,C,12/21/16,12/1/17,Cycle Inspection / Re-inspection
50001215,BYUNG CHUN SOON DAE,QUEENS,15603,NORTHERN BLVD,11354,7184601044,Korean,12/11/14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,52,C,12/11/14,12/1/17,Cycle Inspection / Re-inspection
40624470,BILLY'S SPORT BAR RESTAURANT & LOUNGE,BRONX,856,RIVER AVENUE,10451,7186656180,American,4/14/14,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,29,C,4/14/14,12/1/17,Cycle Inspection / Re-inspection
50048222,CARIBBEAN FIESTA,MANHATTAN,1544,MADISON AVE,10029,2128311400,Caribbean,10/10/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,C,10/10/17,12/1/17,Cycle Inspection / Re-inspection
41510014,EL CANELAZO BAR RESTAURANT,QUEENS,8004,ROOSEVELT AVENUE,11372,7184290016,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/19/14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,8/19/14,12/1/17,Cycle Inspection / Re-inspection
40944945,Stage 42,MANHATTAN,422,WEST   42 STREET,10036,2125867610,American,12/21/13,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,38,C,12/21/13,12/1/17,Cycle Inspection / Re-inspection
50050112,MCFADDENS,QUEENS,36-02,126TH ST,11368,7186512220,American,9/2/16,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,44,C,9/2/16,12/1/17,Pre-permit (Operational) / Re-inspection
41660217,CHANG LE XIN FAN ZHUANG,MANHATTAN,36,ELDRIDGE STREET,10002,2122192228,Chinese,3/13/14,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30,C,3/13/14,12/1/17,Cycle Inspection / Re-inspection
50040391,RIVER DOCK BAR & GRILL,STATEN ISLAND,1,RICHMOND TER,10301,7182730809,American,9/15/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,C,9/15/15,12/1/17,Pre-permit (Operational) / Re-inspection
50018049,COMBITE CREOLE,BROOKLYN,1728,NOSTRAND AVE,11226,3473505547,Creole,4/30/16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,33,C,4/30/16,12/1/17,Cycle Inspection / Re-inspection
41706342,ROCKAWAY CAFE,QUEENS,0,JFK BUILDING 250,11430,7186878507,American,9/2/16,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,53,C,9/2/16,12/1/17,Cycle Inspection / Re-inspection
50001776,THE PALM,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514798,American,6/4/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,C,6/4/14,12/1/17,Cycle Inspection / Re-inspection
40965177,LA GATA GOLOSA #2,QUEENS,8901,37 AVENUE,11372,7186510788,Bakery,11/18/16,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,46,C,11/18/16,12/1/17,Cycle Inspection / Re-inspection
50003580,XING WONG BBQ,MANHATTAN,89,E BROADWAY,10002,2127798899,Chinese,4/15/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,63,C,4/15/16,12/1/17,Cycle Inspection / Re-inspection
50054906,SWERVE FITNESS,MANHATTAN,21,W 46TH ST,10036,9173883190,"Juice, Smoothies, Fruit Salads",12/12/16,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,C,12/12/16,12/1/17,Pre-permit (Operational) / Reopening Inspection
41555612,KINGSTON PIZZA,BROOKLYN,395,KINGSTON AVENUE,11225,7187737154,Jewish/Kosher,7/2/14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,58,C,7/2/14,12/1/17,Cycle Inspection / Re-inspection
50018922,YO SUSHI,MANHATTAN,208,3RD AVE,10003,2126776921,Japanese,12/21/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,C,12/21/16,12/1/17,Cycle Inspection / Re-inspection
41288951,HI THAI,MANHATTAN,123,LUDLOW STREET,10002,2126777624,Thai,10/28/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,C,10/28/14,12/1/17,Cycle Inspection / Re-inspection
50001790,SWEETGREEN,MANHATTAN,1164,BROADWAY,10001,6464498884,Salads,2/12/15,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5,C,2/12/15,12/1/17,Cycle Inspection / Reopening Inspection
41147597,EL NUEVO SABOR LATINO,BROOKLYN,620,4 AVENUE,11215,7187889063,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/8/14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,33,C,9/8/14,12/1/17,Cycle Inspection / Re-inspection
40739276,LATIN AMERICAN RESTAURANT,MANHATTAN,29,WEST   26 STREET,10010,2126892570,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/24/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,C,10/24/17,12/1/17,Cycle Inspection / Re-inspection
41539722,BOB'S DISCOUNT FURNITURE,QUEENS,7225,WOODHAVEN BOULEVARD,11385,7186855915,"Ice Cream, Gelato, Yogurt, Ices",11/20/14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,37,C,11/20/14,12/1/17,Cycle Inspection / Re-inspection
50059607,AFFABLE EATERY,BROOKLYN,912,65TH ST,11219,7186802289,Chinese,4/5/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,44,C,4/5/17,12/1/17,Pre-permit (Operational) / Re-inspection
40592791,KRISPY PIZZA,BROOKLYN,7112,13 AVENUE,11228,7187459618,Pizza/Italian,6/20/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,C,6/20/16,12/1/17,Cycle Inspection / Re-inspection
50037942,THE EVERGREEN,BROOKLYN,109,MOFFAT ST,11207,7184847399,American,6/23/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,C,6/23/17,12/1/17,Cycle Inspection / Re-inspection
50018415,BREAD & BUTTER,MANHATTAN,14,E 44TH ST,10017,2128830444,American,10/24/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,39,C,10/24/16,12/1/17,Cycle Inspection / Re-inspection
50010805,CAFE AU LEE,BROOKLYN,193,LEE AVE,11211,7183842379,Jewish/Kosher,1/28/16,Violations were cited in the following area(s).,22F,,Not Applicable,48,C,1/28/16,12/1/17,Cycle Inspection / Re-inspection
50049844,THE LOFT,BROOKLYN,3407,AVENUE H,11210,7184344763,Caribbean,3/29/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37,C,3/29/17,12/1/17,Pre-permit (Operational) / Re-inspection
41461629,LOS BALBUENA RESTAURANT,BRONX,2376,RYER AVENUE,10458,3472713523,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/7/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,44,C,12/7/16,12/1/17,Cycle Inspection / Re-inspection
40393855,MULDOONS BAR,MANHATTAN,692,3 AVENUE,10017,2125992750,Irish,10/30/15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,C,10/30/15,12/1/17,Cycle Inspection / Re-inspection
50018312,RETRO BLENDS SMOOTHIE BAR,BRONX,3524,3RD AVE,10456,9292631515,"Juice, Smoothies, Fruit Salads",5/23/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,C,5/23/17,12/1/17,Cycle Inspection / Re-inspection
50017262,ROYAL CUISINE YARD FOOD,BROOKLYN,324A,UTICA AVE,11213,3474046346,Caribbean,8/12/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,C,8/12/16,12/1/17,Cycle Inspection / Re-inspection
50038666,PING'S,QUEENS,8302,QUEENS BLVD,11373,7183961238,Chinese,10/2/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,51,C,10/2/17,12/1/17,Pre-permit (Operational) / Re-inspection
41431239,QUE SABROSURA RESTAURANT,BRONX,48,EAST  183 STREET,10453,7183652200,Spanish,2/8/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,51,C,2/8/17,12/1/17,Cycle Inspection / Re-inspection
41707479,CAFFEINE FIX CAFE,QUEENS,14940,41 AVENUE,11355,7183533437,CafÃ©/Coffee/Tea,5/26/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,56,C,5/26/17,12/1/17,Cycle Inspection / Re-inspection
41613193,ALEWIFE,QUEENS,514,51 AVENUE,11101,7189377494,American,3/24/16,Violations were cited in the following area(s).,05A,Sewage disposal system improper or unapproved.,Critical,32,C,3/24/16,12/1/17,Cycle Inspection / Re-inspection
50043155,JUICE RITE,BRONX,3042,BUHRE AVE,10461,3474195543,"Juice, Smoothies, Fruit Salads",10/23/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,40,C,10/23/17,12/1/17,Cycle Inspection / Re-inspection
41636621,ANTONIO'S,QUEENS,7608,21ST AVE,11370,7187289200,Italian,10/1/14,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,32,C,10/1/14,12/1/17,Cycle Inspection / Re-inspection
41683816,MAX BAKERY & RESTAURANT,QUEENS,3763,90 STREET,11372,3479866651,Chinese,6/7/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,34,C,6/7/17,12/1/17,Cycle Inspection / Re-inspection
50038000,HOP WON EXPRESS,MANHATTAN,139,E 45TH ST,10017,2126614280,Chinese,11/25/15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30,C,11/25/15,12/1/17,Cycle Inspection / Re-inspection
50012107,GOOD HOPE RESTAURANT,QUEENS,121-15,LIBERTY AVE,11419,7188480225,Chinese,7/28/15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,45,C,7/28/15,12/1/17,Cycle Inspection / Re-inspection
41555612,KINGSTON PIZZA,BROOKLYN,395,KINGSTON AVENUE,11225,7187737154,Jewish/Kosher,7/2/14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,58,C,7/2/14,12/1/17,Cycle Inspection / Re-inspection
41315391,SOOKK THAI RESTAURANT,MANHATTAN,2686,BROADWAY,10025,2128700253,Thai,2/23/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,32,C,2/23/17,12/1/17,Cycle Inspection / Re-inspection
40844457,LA ISLA,BROOKLYN,4920,5 AVENUE,11220,7187489375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/11/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,C,2/11/16,12/1/17,Cycle Inspection / Re-inspection
50000345,BROTHERS BAGELS,BROOKLYN,285,COURT STREET,11231,7182224357,American,8/4/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,61,C,8/4/16,12/1/17,Cycle Inspection / Re-inspection
50051444,SANT SALSA,QUEENS,9519,ROCKAWAY BEACH BLVD,11693,3476833345,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/25/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,C,8/25/16,12/1/17,Pre-permit (Operational) / Re-inspection
41539844,SAIGON MARKET,MANHATTAN,9193,UNIVERSITY PLACE,10003,2129823691,Vietnamese/Cambodian/Malaysia,5/9/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,34,C,5/9/16,12/1/17,Cycle Inspection / Re-inspection
41493832,BONCHON,MANHATTAN,207,WEST   38 STREET,10018,2122213339,Chicken,5/19/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,47,C,5/19/16,12/1/17,Cycle Inspection / Re-inspection
40847025,EL PULGARCITO DE AMERICA,BROOKLYN,3133,FULTON STREET,11208,7186477762,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/21/16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30,C,1/21/16,12/1/17,Cycle Inspection / Re-inspection
41428580,BUON GELATO,QUEENS,7402,ELIOT AVENUE,11379,7184782200,Italian,4/17/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,36,C,4/17/17,12/1/17,Cycle Inspection / Re-inspection
40534067,BURGER KING,QUEENS,3707,82 STREET,11372,7185077366,Hamburgers,6/2/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36,C,6/2/15,12/1/17,Cycle Inspection / Re-inspection
