CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50033491,COMMONS CAFE,BROOKLYN,388,ATLANTIC AVE,11217,9172168754,American,4/27/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,4/27/17,10/25/17,Cycle Inspection / Re-inspection
41091944,ABBEY TAVERN,MANHATTAN,354,3 AVENUE,10010,2126961011,American,4/17/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,4/17/17,10/25/17,Cycle Inspection / Initial Inspection
50013910,ERV'S,BROOKLYN,2122,BEEKMAN PL,11225,7153705569,American,2/23/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2/23/17,10/25/17,Cycle Inspection / Initial Inspection
40929169,HOTEL PENNSYLVANIA,MANHATTAN,401,7 AVENUE,10001,2127365000,American,4/7/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,4/7/17,10/25/17,Cycle Inspection / Initial Inspection
50018295,CRANBERRY,QUEENS,2802,42ND ROAD,11101,7187842784,American,2/17/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,B,2/17/17,10/25/17,Cycle Inspection / Re-inspection
40714371,LE PETIT CAFE,BROOKLYN,502,COURT STREET,11231,7185967060,American,3/28/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,3/28/17,10/25/17,Cycle Inspection / Initial Inspection
41391327,THE GLOBE BAR & GRILL,MANHATTAN,158,EAST   23 STREET,10010,2124776161,American,3/2/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,3/2/17,10/25/17,Cycle Inspection / Initial Inspection
41590345,TWO DOOR TAVERN,BROOKLYN,116,NORTH    5 STREET,11249,7185890222,American,3/9/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,3/9/17,10/25/17,Cycle Inspection / Initial Inspection
40402788,CBS EMPLOYEE CAFETERIA,MANHATTAN,524,W. 57TH ST,10019,2129752560,American,6/2/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/2/17,10/25/17,Cycle Inspection / Initial Inspection
50000281,DAIRY QUEEN GRILL & CHILL,STATEN ISLAND,10,FERRY TERMINAL DR,10301,7184476035,American,10/12/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,10/12/17,10/25/17,Cycle Inspection / Re-inspection
41228799,DONUT CONNECTION,BROOKLYN,6830,3 AVENUE,11220,7182388921,American,10/18/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A,10/18/17,10/25/17,Cycle Inspection / Re-inspection
41713390,MARINA GOURMET DELI.,MANHATTAN,246,EAST   23  STREET,10010,3472445197,American,8/11/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,8/11/17,10/25/17,Cycle Inspection / Re-inspection
41246004,FLEX MUSSELS,MANHATTAN,174,EAST   82 STREET,10028,2127177772,American,10/18/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,10/18/17,10/25/17,Cycle Inspection / Initial Inspection
50000150,TASZO COFFEE,MANHATTAN,5,EDWARD M MORGAN PLACE,10032,2129341100,American,9/13/17,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,P,9/13/17,10/25/17,Cycle Inspection / Reopening Inspection
41224482,SIDE BAR,MANHATTAN,120,EAST 15 STREET,10003,2126772900,American,7/20/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,7/20/17,10/25/17,Cycle Inspection / Initial Inspection
50007717,AKA MY HOUSE,BROOKLYN,1650,SHEEPSHEAD BAY RD,11235,7189340400,American,3/18/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,3/18/17,10/25/17,Cycle Inspection / Initial Inspection
40655028,SNACKS-N-WHEELS/GREYHOUND FOOD SERVICE,MANHATTAN,625,8 AVENUE,10018,2125642814,American,4/14/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,4/14/17,10/25/17,Cycle Inspection / Re-inspection
41356747,LINCOLN PARK BAR & GRILL,MANHATTAN,867,9 AVENUE,10019,2129742826,American,5/26/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,5/26/17,10/25/17,Cycle Inspection / Re-inspection
40576260,HECTOR'S CAFE & DINER,MANHATTAN,44,LITTLE WEST   12 STREET,10014,2122067592,American,10/2/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,Z,10/2/17,10/25/17,Cycle Inspection / Re-inspection
41015300,PRATT INSTITUTE NORTH,BROOKLYN,200,WILLOUGHBY AVENUE,11205,7186363477,American,5/24/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,5/24/17,10/25/17,Cycle Inspection / Initial Inspection
41324599,PHILLIP MORRIS INTERNATIONAL,MANHATTAN,120,PARK AVENUE,10017,9176632149,American,6/26/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,6/26/17,10/25/17,Cycle Inspection / Initial Inspection
41566404,LUNCH BOX,STATEN ISLAND,1612,FOREST AVENUE,10302,7184482929,American,1/4/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,1/4/17,10/25/17,Cycle Inspection / Initial Inspection
50059009,PAUL BAR RESTAURANT & LOUNGE,MANHATTAN,32,W 29TH ST,10001,2019374199,American,6/30/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/30/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50000801,DORIS,BROOKLYN,1088,FULTON STREET,11238,3472403350,American,3/17/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,3/17/17,10/25/17,Cycle Inspection / Initial Inspection
41392510,MARIO'S CHICKEN,QUEENS,1813,MOTT AVENUE,11691,7184715103,American,7/13/17,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9,A,7/13/17,10/25/17,Cycle Inspection / Initial Inspection
50043772,THE HAMILTON,MANHATTAN,998,AMSTERDAM AVE,10025,9176137264,American,1/21/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,1/21/17,10/25/17,Cycle Inspection / Re-inspection
50057297,BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA,MANHATTAN,386,CANAL ST,10013,2127758540,American,10/2/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,B,10/2/17,10/25/17,Cycle Inspection / Re-inspection
50064740,THE COMMISSIONER TAVERN,BROOKLYN,247,5TH AVE,11215,3476893968,American,7/28/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,7/28/17,10/25/17,Pre-permit (Operational) / Initial Inspection
41124425,DYRE AVENUE DINER,BRONX,3803,DYRE AVENUE,10466,7189940036,American,1/13/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,B,1/13/17,10/25/17,Cycle Inspection / Re-inspection
41679544,PROSPECT,BROOKLYN,545,5 AVENUE,11215,3475991087,American,7/22/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,7/22/17,10/25/17,Cycle Inspection / Initial Inspection
40397797,TOAD HALL,MANHATTAN,57,GRAND STREET,10013,2124318145,American,9/25/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,9/25/17,10/25/17,Cycle Inspection / Initial Inspection
50044513,BT4 AISLE B,MANHATTAN,4,PENN PLZ,10121,2124656273,American,4/6/17,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,4/6/17,10/25/17,Cycle Inspection / Initial Inspection
41660639,CAFETAL SOCIAL CLUB/ CHACHIS,MANHATTAN,285,MOTT STREET,10012,2129661259,American,8/28/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,B,8/28/17,10/25/17,Cycle Inspection / Re-inspection
40787040,BOSTON MARKET,QUEENS,6145,188 STREET,11365,7182647137,American,2/3/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,2/3/17,10/25/17,Cycle Inspection / Initial Inspection
50015892,LA SALA,QUEENS,3205,CRESCENT ST,11106,7186066121,American,2/14/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,17,B,2/14/17,10/25/17,Cycle Inspection / Re-inspection
41640818,RED OLIVE,MANHATTAN,660,LEXINGTON AVENUE,10022,2122078014,American,3/3/17,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Ã‚Âº F or above within 2 hours.,Critical,21,B,3/3/17,10/25/17,Cycle Inspection / Re-inspection
41213444,GOOGLE 5BB,MANHATTAN,76,9 AVENUE,10011,2125657305,American,6/21/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/21/17,10/25/17,Cycle Inspection / Initial Inspection
50036750,BAR 9,MANHATTAN,807,9TH AVE,10019,2123999336,American,2/8/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,2/8/17,10/25/17,Cycle Inspection / Re-inspection
41311804,ESQUIRE DINER,QUEENS,10545,CROSSBAY BOULEVARD,11417,7188457600,American,9/28/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,Z,9/28/17,10/25/17,Cycle Inspection / Re-inspection
41050795,D-LITE DONUTS,QUEENS,4519,BROADWAY,11103,7186265953,American,6/30/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,6/30/17,10/25/17,Cycle Inspection / Initial Inspection
41261564,ALLURE,QUEENS,3302,QUEENS BOULEVARD,11101,7184334500,American,2/25/17,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,A,2/25/17,10/25/17,Cycle Inspection / Initial Inspection
40400453,CAFE EIGHTY TWO,MANHATTAN,2282,BROADWAY,10024,2128758373,American,3/28/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,3/28/17,10/25/17,Cycle Inspection / Initial Inspection
50001381,FLATIRON HALL,MANHATTAN,38,WEST 26TH ST,10010,6467903200,American,2/13/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2/13/17,10/25/17,Cycle Inspection / Initial Inspection
40718835,TRIOMPHE,MANHATTAN,49,WEST   44 STREET,10036,2124534033,American,1/11/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,1/11/17,10/25/17,Cycle Inspection / Initial Inspection
50018062,FRIEND OF A FARMER,BROOKLYN,76,MONTAGUE ST,11201,5165474167,American,4/19/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4/19/17,10/25/17,Cycle Inspection / Re-inspection
50044718,BAR,MANHATTAN,4,PENN PLZ,10121,2124656270,American,3/16/17,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
50005771,SEXY TACO DIRTY CASH,MANHATTAN,161,MALCOLM X BLVD,10026,2122804700,American,10/19/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,25,Z,10/19/17,10/25/17,Cycle Inspection / Re-inspection
41641339,SMILE TO GO,MANHATTAN,22,HOWARD STREET,10013,6468633893,American,6/27/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/27/17,10/25/17,Cycle Inspection / Re-inspection
41460908,MILLS TAVERN,BROOKLYN,1409,MYRTLE AVENUE,11237,3477875956,American,8/9/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/9/17,10/25/17,Cycle Inspection / Initial Inspection
40682813,THE RED CAT,MANHATTAN,227,10 AVENUE,10011,2122421122,American,8/16/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,8/16/17,10/25/17,Cycle Inspection / Initial Inspection
50010893,ANNEX,BROOKLYN,753,FULTON ST,11217,7188584791,American,2/15/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,B,2/15/17,10/25/17,Cycle Inspection / Re-inspection
50017774,KENNEDY FRIED CHICKEN,QUEENS,17951,HILLSIDE AVE,11432,7182064075,American,9/19/17,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,37,Z,9/19/17,10/25/17,Cycle Inspection / Re-inspection
50001855,MANGIA,MANHATTAN,422,MADISON AVE,10017,2126449144,American,6/1/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,44,C,6/1/17,10/25/17,Cycle Inspection / Re-inspection
41189162,DENO'S SNACK BAR/FAMIGLIA,BROOKLYN,1025,BOARDWALK,11224,7183722592,American,8/10/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,8/10/17,10/25/17,Cycle Inspection / Initial Inspection
50066197,KONDITORI,MANHATTAN,135,WILLIAM ST,10038,6466923229,American,7/31/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,7/31/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50054623,SKYLINE BAR & LOUNGE,BRONX,1511,WILKINSON AVE,10461,6463417716,American,6/23/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/23/17,10/25/17,Pre-permit (Operational) / Re-inspection
50040806,EFFY'S KITCHEN,MANHATTAN,1567,LEXINGTON AVE,10029,3478638356,American,1/11/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,1/11/17,10/25/17,Cycle Inspection / Re-inspection
41229416,GARRETT POPCORN SHOPS,MANHATTAN,242,WEST   34 STREET,10001,2122900044,American,7/28/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,7/28/17,10/25/17,Cycle Inspection / Initial Inspection
41259672,CITY ISLAND YACHT CLUB,BRONX,63,PILOT STREET,10464,7188852487,American,8/10/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,11,A,8/10/17,10/25/17,Cycle Inspection / Initial Inspection
41469754,GOLDMAN SACHS,MANHATTAN,200,WEST STREET,10282,9173439899,American,5/26/17,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,5/26/17,10/25/17,Cycle Inspection / Initial Inspection
50019263,APPLEBEE'S,BRONX,1776,EASTCHESTER RD,10461,7187925000,American,7/13/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,7/13/17,10/25/17,Cycle Inspection / Initial Inspection
50044988,MCDONALD'S,BROOKLYN,741,GRAND ST,11211,7183025024,American,4/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,4/20/17,10/25/17,Cycle Inspection / Re-inspection
40378774,FAME DINER,QUEENS,6967,GRAND AVENUE,11378,7184784674,American,10/17/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/17/17,10/25/17,Cycle Inspection / Re-inspection
41683961,BURGER URWAY,BROOKLYN,154,ADELPHI STREET,11205,3472940650,American,6/29/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,8,A,6/29/17,10/25/17,Cycle Inspection / Re-inspection
50009665,POCKET BAR NYC,MANHATTAN,455,W 48TH ST,10036,6466829062,American,10/10/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,10/10/17,10/25/17,Cycle Inspection / Re-inspection
50067184,BLIMPIE,BROOKLYN,24,WILLOUGHBY ST,11201,7188091100,American,9/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,9/20/17,10/25/17,Pre-permit (Operational) / Re-inspection
41345052,BROADWAY GOURMET,MANHATTAN,584,BROADWAY,10012,2129416566,American,5/30/17,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Ã‚Âº F or above within 2 hours.,Critical,12,A,5/30/17,10/25/17,Cycle Inspection / Initial Inspection
40625816,THE FITZ,MANHATTAN,687,LEXINGTON AVE,10022,2123550100,American,9/20/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,9/20/17,10/25/17,Cycle Inspection / Initial Inspection
41069367,PAPHOS DINER,BROOKLYN,2501,FULTON STREET,11207,7183462301,American,3/3/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,3/3/17,10/25/17,Cycle Inspection / Re-inspection
50001520,FRIEDMAN'S,MANHATTAN,132,WEST 31 STREET,10001,2129719400,American,4/17/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/17/17,10/25/17,Cycle Inspection / Initial Inspection
41158071,CARROLL GARDENS CLASSIC DINER,BROOKLYN,155,SMITH STREET,11201,7184039940,American,3/21/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14,B,3/21/17,10/25/17,Cycle Inspection / Re-inspection
41171216,EAST SIDE BILLIARD,MANHATTAN,163,EAST   86 STREET,10028,2128317665,American,2/7/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,C,2/7/17,10/25/17,Cycle Inspection / Re-inspection
41252214,LAZY POINT,MANHATTAN,310,SPRING STREET,10013,2124637406,American,7/28/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,7/28/17,10/25/17,Cycle Inspection / Initial Inspection
50019176,ROAST KITCHEN,MANHATTAN,870,BROADWAY,10003,2125299100,American,1/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,1/10/17,10/25/17,Cycle Inspection / Initial Inspection
41566492,AU BON PAIN,MANHATTAN,525,EAST   68 STREET,10065,2127467642,American,8/18/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,8/18/17,10/25/17,Cycle Inspection / Re-inspection
41212364,BECKETT'S,MANHATTAN,81,PEARL STREET,10004,2122691001,American,1/6/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,1/6/17,10/25/17,Cycle Inspection / Re-inspection
50044589,BAR AT THE GARDEN,MANHATTAN,4,PENN PLZ,10121,2124656273,American,3/16/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
41001363,GOOD COMPANY TAVERN,QUEENS,25332,NORTHERN BOULEVARD,11362,7184280987,American,7/13/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,7/13/17,10/25/17,Cycle Inspection / Initial Inspection
40404024,THE PENN CLUB,MANHATTAN,30,WEST   44 STREET,10036,2124036544,American,8/8/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/8/17,10/25/17,Cycle Inspection / Initial Inspection
41216183,TRADER'S EXPRESS DELI,MANHATTAN,22,BEAVER STREET,10004,2124820620,American,1/17/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,1/17/17,10/25/17,Cycle Inspection / Re-inspection
40854101,LORENZOS BAR & GRILL (HILTON GARDEN),STATEN ISLAND,1100,SOUTH AVENUE,10314,7184772400,American,6/27/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/27/17,10/25/17,Cycle Inspection / Re-inspection
40365166,CORNER BISTRO,MANHATTAN,331,WEST    4 STREET,10014,2122429502,American,5/5/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,5/5/17,10/25/17,Cycle Inspection / Re-inspection
40968428,MR. DENNEHY'S,MANHATTAN,63,CARMINE STREET,10014,2124141223,American,10/23/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,10/23/17,10/25/17,Cycle Inspection / Re-inspection
50033694,VIRGINIA'S,MANHATTAN,647,E 11TH ST,10009,2126580182,American,6/29/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/29/17,10/25/17,Cycle Inspection / Re-inspection
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,MANHATTAN,0,CHELSEA PIERS - PIER 61,10011,2123366146,American,9/1/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,C,9/1/17,10/25/17,Cycle Inspection / Re-inspection
50036483,THE RIDGEWOOD ALE HOUSE,QUEENS,5738,MYRTLE AVE,11385,7184564495,American,6/30/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,B,6/30/17,10/25/17,Cycle Inspection / Re-inspection
